cluster,rows,return_1_log_mean,rolling_volatility_mean,trend_strength_mean,mean_reversion_distance_mean,liquidity_proxy_mean,share
0,5788,0.00046369955244174256,0.005908780073756193,0.26244999392560703,0.24403014266249454,0.7398766193877071,0.2900962309542903
1,10444,6.747789351703357e-05,0.003751078378165878,0.08681065795442042,0.01007349208662053,0.7850011872746177,0.5234562951082599
2,1729,0.007283294431338733,0.004685093363117132,0.18030717974607188,1.9186389415784688,2.218118876572202,0.0866579791499599
3,1991,-0.0076996424709987145,0.005174793172318911,0.1817872504625712,-1.8557526394512758,2.1418878410765965,0.09978949478748998
